History,Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value,Unnamed: 7,Current Price,+/-Reported Price,52Week Low,52Week High,Investor,Page
≡,QCOM - QUALCOMM Inc.,3.34,Add 0.24%,217557,$171.05,"$37,213,000",,$142.63,-16.62%,$118.79,$204.90,David Katz - Matrix Asset Advisors,1
≡,MDT - Medtronic plc,3.19,Reduce 0.29%,369541,$96.06,"$35,498,000",,$96.41,0.36%,$77.73,$105.55,David Katz - Matrix Asset Advisors,1
≡,AMGN - Amgen,3.05,Reduce 2.52%,103549,$327.30,"$33,892,000",,$373.36,14.07%,$253.48,$385.12,David Katz - Matrix Asset Advisors,1
≡,BK - Bank of New York Mellon Corp.,2.73,Reduce 2.67%,261427,$116.09,"$30,349,000",,$118.80,2.33%,$69.01,$128.76,David Katz - Matrix Asset Advisors,1
≡,PEP - PepsiCo Inc.,2.64,Add 3.90%,204668,$143.52,"$29,374,000",,$161.92,12.82%,$123.93,$171.48,David Katz - Matrix Asset Advisors,1
≡,AMZN - Amazon.com Inc.,2.6,Reduce 0.42%,125319,$230.82,"$28,926,000",,$201.15,-12.85%,$161.38,$258.60,David Katz - Matrix Asset Advisors,1
≡,GS - Goldman Sachs Group,2.21,Reduce 2.36%,27996,$878.98,"$24,608,000",,$916.04,4.22%,$432.73,$984.70,David Katz - Matrix Asset Advisors,1
≡,TXN - Texas Instruments,2.09,Add 30.84%,133884,$173.49,"$23,228,000",,$225.69,30.09%,$135.67,$231.32,David Katz - Matrix Asset Advisors,1
≡,TSN - Tyson Foods,1.96,Add 2.51%,372014,$58.62,"$21,807,000",,$62.90,7.30%,$50.12,$66.41,David Katz - Matrix Asset Advisors,1
≡,NEE - NextEra Energy Inc.,1.93,Reduce 1.42%,267857,$80.28,"$21,504,000",,$92.71,15.48%,$60.35,$95.56,David Katz - Matrix Asset Advisors,1
≡,AEP - American Electric Power,1.92,Reduce 3.05%,185281,$115.31,"$21,365,000",,$130.24,12.95%,$95.15,$132.78,David Katz - Matrix Asset Advisors,1
≡,META - Meta Platforms Inc.,1.91,Add 14.40%,32186,$660.10,"$21,246,000",,$639.29,-3.15%,$478.72,$795.06,David Katz - Matrix Asset Advisors,1
≡,WFC - Wells Fargo,1.82,Reduce 0.91%,216756,$93.20,"$20,202,000",,$87.40,-6.22%,$57.18,$97.28,David Katz - Matrix Asset Advisors,1
≡,SBUX - Starbucks Corp.,1.71,Add 1.73%,226198,$84.21,"$19,048,000",,$95.39,13.28%,$73.47,$114.31,David Katz - Matrix Asset Advisors,1
≡,AMAT - Applied Materials,1.66,Reduce 0.99%,71798,$256.98,"$18,451,000",,$359.13,39.75%,$122.79,$376.32,David Katz - Matrix Asset Advisors,1
≡,CMCSA - Comcast Corp.,1.61,Reduce 29.10%,600301,$29.89,"$17,943,000",,$31.55,5.55%,$23.89,$34.24,David Katz - Matrix Asset Advisors,1
≡,VOO - Vanguard S&P 500 ETF,1.59,Add 3.24%,28186,$627.16,"$17,677,000",,$627.99,0.13%,$438.94,$641.81,David Katz - Matrix Asset Advisors,1
≡,HD - Home Depot,1.56,Add 5.02%,50466,$344.11,"$17,366,000",,$383.04,11.31%,$320.39,$424.01,David Katz - Matrix Asset Advisors,1
≡,MTB - M&T Bank Corp.,1.56,Reduce 1.07%,86333,$201.48,"$17,394,000",,$228.36,13.34%,$147.35,$239.00,David Katz - Matrix Asset Advisors,1
≡,LMT - Lockheed Martin Corp.,1.44,Add 43.88%,33077,$483.66,"$15,998,000",,$649.58,34.31%,$404.07,$656.34,David Katz - Matrix Asset Advisors,1
≡,FDX - FedEx Corp.,1.43,Reduce 0.76%,55079,$288.86,"$15,910,000",,$375.30,29.92%,$190.84,$381.99,David Katz - Matrix Asset Advisors,1
≡,LOW - Lowe's Cos.,1.41,Add 7.28%,65036,$241.16,"$15,684,000",,$281.16,16.59%,$202.31,$293.06,David Katz - Matrix Asset Advisors,1
≡,PYPL - PayPal Holdings Inc.,1.41,Add 6.53%,267919,$58.38,"$15,641,000",,$40.81,-30.10%,$38.46,$79.32,David Katz - Matrix Asset Advisors,1
≡,GNRC - Generac Holdings Inc.,1.38,Add 68.92%,112991,$136.37,"$15,409,000",,$233.46,71.20%,$99.50,$236.00,David Katz - Matrix Asset Advisors,1
≡,VEA - Vanguard FTSE Developed ETF,1.32,Add 6.60%,234854,$62.47,"$14,671,000",,$68.58,9.78%,$43.83,$69.40,David Katz - Matrix Asset Advisors,1
≡,VYM - Vanguard High Dvd Yield ETF,1.27,Add 10.27%,98624,$143.52,"$14,155,000",,$155.13,8.09%,$109.92,$157.29,David Katz - Matrix Asset Advisors,1
≡,TGT - Target Corp.,1.26,Reduce 19.21%,143580,$97.75,"$14,035,000",,$116.54,19.22%,$82.60,$125.93,David Katz - Matrix Asset Advisors,1
≡,TMO - Thermo Fisher Scientific,1.11,Reduce 0.79%,21341,$579.45,"$12,366,000",,$501.59,-13.44%,$384.82,$643.99,David Katz - Matrix Asset Advisors,1
≡,LHX - L3Harris Technologies Inc.,1.07,Reduce 1.85%,40674,$293.58,"$11,941,000",,$346.59,18.06%,$189.46,$369.59,David Katz - Matrix Asset Advisors,1
≡,IWF - iShares Russell 1000 Growth ETF,1.03,Add 3.55%,24187,$473.31,"$11,448,000",,$449.35,-5.06%,$307.77,$492.50,David Katz - Matrix Asset Advisors,1
≡,TEL - TE Connectivity plc,0.95,Reduce 2.08%,46558,$227.50,"$10,592,000",,$235.90,3.69%,$115.00,$249.84,David Katz - Matrix Asset Advisors,1
≡,GD - General Dynamics,0.9,Reduce 3.87%,29725,$336.65,"$10,007,000",,$342.52,1.74%,$234.67,$369.70,David Katz - Matrix Asset Advisors,1
≡,ABBV - AbbVie Inc.,0.79,Reduce 1.36%,38285,$228.50,"$8,748,000",,$232.86,1.91%,$159.05,$241.12,David Katz - Matrix Asset Advisors,1
≡,CSCO - Cisco Systems,0.78,Reduce 16.41%,112308,$77.03,"$8,651,000",,$76.85,-0.23%,$51.21,$88.19,David Katz - Matrix Asset Advisors,1
≡,IJR - Ishares Core S&P Small Cap E,0.68,Add 8.96%,62874,$120.18,"$7,556,000",,$130.81,8.85%,$88.15,$133.52,David Katz - Matrix Asset Advisors,1
≡,STZ - Constellation Brands,0.56,Add 16.81%,45412,$137.96,"$6,265,000",,$152.70,10.68%,$125.63,$192.99,David Katz - Matrix Asset Advisors,1
≡,BRK.B - Berkshire Hathaway CL B,0.52,Reduce 0.05%,11595,$502.63,"$5,828,000",,$503.41,0.16%,$455.19,$542.07,David Katz - Matrix Asset Advisors,1
≡,IWR - Ishares Russell Mid Cap ETF,0.51,Add 1.57%,58927,$96.27,"$5,673,000",,$101.66,5.60%,$72.42,$103.29,David Katz - Matrix Asset Advisors,1
≡,ACN - Accenture,0.47,Add 110.58%,19679,$268.31,"$5,280,000",,$219.89,-18.05%,$215.16,$383.40,David Katz - Matrix Asset Advisors,1
≡,VTV - Vanguard Value ETF,0.45,Add 26.06%,26279,$190.99,"$5,019,000",,$205.85,7.78%,$148.09,$208.20,David Katz - Matrix Asset Advisors,1
≡,MDY - SPDR S&P Midcap 400 ETF Trst,0.33,Add 2.33%,6116,$603.34,"$3,690,000",,$651.76,8.03%,$454.47,$662.60,David Katz - Matrix Asset Advisors,1
≡,TCHP - T Rowe Price Blue Chip Growth ETF,0.33,Reduce 2.04%,74722,$49.86,"$3,726,000",,$46.49,-6.76%,$32.67,$51.77,David Katz - Matrix Asset Advisors,1
≡,BAC - Bank of America Corp.,0.28,Reduce 0.57%,57421,$55.00,"$3,158,000",,$52.74,-4.11%,$32.52,$57.55,David Katz - Matrix Asset Advisors,1
≡,ZBH - Zimmer Biomet Holdings,0.24,Reduce 75.02%,30032,$89.90,"$2,700,000",,$97.15,8.06%,$84.59,$113.56,David Katz - Matrix Asset Advisors,1
≡,IWM - iShares Russell 2000 ETF,0.23,Reduce 1.35%,10326,$246.17,"$2,542,000",,$263.04,6.85%,$170.20,$271.60,David Katz - Matrix Asset Advisors,1
≡,VWO - Vanguard FTSE Emerging Marke,0.21,Add 4.13%,42633,$53.76,"$2,292,000",,$57.79,7.50%,$38.46,$58.61,David Katz - Matrix Asset Advisors,1
≡,IVV - Ishares Core S&P 500 ETF,0.2,Add 0.03%,3278,$684.87,"$2,245,000",,$685.84,0.14%,$479.35,$700.97,David Katz - Matrix Asset Advisors,1
≡,VUG - Vanguard Growth ETF,0.14,,3145,$488.08,"$1,535,000",,$459.53,-5.85%,$315.12,$504.86,David Katz - Matrix Asset Advisors,1
≡,EFA - iShares MSCI EAFE ETF,0.13,Add 0.20%,14854,$96.00,"$1,426,000",,$104.22,8.56%,$69.65,$105.24,David Katz - Matrix Asset Advisors,1
≡,NVDA - NVIDIA Corp.,0.13,Reduce 3.63%,8055,$186.47,"$1,502,000",,$184.97,-0.80%,$86.60,$212.18,David Katz - Matrix Asset Advisors,1
≡,VO - Vanguard Mid Cap ETF,0.13,Add 28.48%,5062,$290.20,"$1,469,000",,$301.86,4.02%,$221.13,$305.84,David Katz - Matrix Asset Advisors,1
≡,IWD - Ishares Russell 1000 Value E,0.12,Add 0.53%,6305,$210.31,"$1,326,000",,$223.20,6.13%,$160.97,$226.39,David Katz - Matrix Asset Advisors,1
≡,GOOGL - Alphabet Inc.,0.11,Reduce 0.13%,3942,$313.04,"$1,234,000",,$302.02,-3.52%,$140.14,$349.00,David Katz - Matrix Asset Advisors,1
≡,AXP - American Express,0.1,Reduce 0.07%,3066,$369.86,"$1,134,000",,$344.53,-6.85%,$218.83,$386.63,David Katz - Matrix Asset Advisors,1
≡,VTI - Vanguard Total Stock Mkt ETF,0.09,,3134,$335.35,"$1,051,000",,$337.07,0.51%,$234.39,$344.42,David Katz - Matrix Asset Advisors,1
≡,QQQ - Invesco Qqq Trust Series 1,0.08,Reduce 0.07%,1451,$614.75,"$892,000",,$601.30,-2.19%,$400.96,$636.60,David Katz - Matrix Asset Advisors,1
≡,COF - Capital One Financial,0.07,,3178,$242.29,"$770,000",,$206.74,-14.67%,$141.84,$259.64,David Katz - Matrix Asset Advisors,1
≡,SPYX - SPDR S&P 500 Fossil Fuel Res,0.07,,13023,$56.21,"$732,000",,$56.00,-0.37%,$39.30,$57.34,David Katz - Matrix Asset Advisors,1
≡,VIG - Vanguard Dividend Apprec ETF,0.07,Add 0.60%,3535,$219.80,"$777,000",,$227.18,3.36%,$167.25,$230.53,David Katz - Matrix Asset Advisors,1
≡,AFL - AFLAC Inc.,0.06,Add 0.11%,6243,$110.20,"$688,000",,$115.42,4.74%,$95.14,$118.69,David Katz - Matrix Asset Advisors,1
≡,JNJ - Johnson & Johnson,0.06,Reduce 0.16%,3106,$207.02,"$643,000",,$243.33,17.54%,$138.40,$246.35,David Katz - Matrix Asset Advisors,1
≡,ESGD - Ishares Trust Ishares Esg Aw,0.05,,6036,$95.10,"$574,000",,$102.99,8.30%,$69.68,$104.15,David Katz - Matrix Asset Advisors,1
≡,SDY - SPDR S&P Dividend ETF,0.05,Reduce 6.99%,3780,$139.15,"$526,000",,$154.55,11.07%,$117.40,$156.12,David Katz - Matrix Asset Advisors,1
≡,XOM - Exxon Mobil Corp.,0.05,Reduce 0.08%,4790,$120.25,"$576,000",,$146.19,21.57%,$94.55,$155.89,David Katz - Matrix Asset Advisors,1
≡,APH - Amphenol Corp.,0.04,,3056,$135.14,"$413,000",,$148.57,9.94%,$56.16,$167.04,David Katz - Matrix Asset Advisors,1
≡,ASTS - AST SpaceMobile Inc.,0.04,,5900,$72.71,"$429,000",,$83.03,14.19%,$18.22,$129.89,David Katz - Matrix Asset Advisors,1
≡,COST - Costco Co.,0.04,Reduce 0.18%,563,$863.23,"$486,000",,$1012.05,17.24%,$842.91,$1065.16,David Katz - Matrix Asset Advisors,1
≡,CVS - CVS Health Corp.,0.04,Reduce 0.03%,6175,$79.35,"$490,000",,$78.20,-1.45%,$56.79,$84.46,David Katz - Matrix Asset Advisors,1
≡,DHR - Danaher Corp.,0.04,Reduce 0.06%,1703,$229.01,"$390,000",,$206.36,-9.89%,$170.19,$242.80,David Katz - Matrix Asset Advisors,1
≡,GLD - SPDR Gold Trust,0.04,Add 2.58%,1075,$396.28,"$426,000",,$448.20,13.10%,$261.25,$509.70,David Katz - Matrix Asset Advisors,1
≡,NUE - Nucor Corp.,0.04,Add 0.73%,2468,$163.29,"$403,000",,$183.64,12.46%,$96.46,$196.90,David Katz - Matrix Asset Advisors,1
≡,PLTR - Palantir Technologies Inc.,0.04,Reduce 0.13%,2313,$177.69,"$411,000",,$133.02,-25.14%,$66.12,$207.52,David Katz - Matrix Asset Advisors,1
≡,SKYX - Skyx Platforms Corp,0.04,,201666,$2.17,"$438,000",,$2.14,-1.38%,$0.88,$3.29,David Katz - Matrix Asset Advisors,1
≡,V - Visa Inc.,0.04,Add 0.97%,1149,$350.74,"$403,000",,$319.50,-8.91%,$296.78,$373.34,David Katz - Matrix Asset Advisors,1
≡,WMT - Walmart Inc.,0.04,Reduce 0.40%,3716,$111.41,"$414,000",,$128.85,15.65%,$79.27,$134.69,David Katz - Matrix Asset Advisors,1
≡,AVGO - Broadcom Inc.,0.03,Reduce 1.79%,1099,$345.77,"$380,000",,$332.54,-3.83%,$137.28,$413.82,David Katz - Matrix Asset Advisors,1
≡,IJH - Ishares Core S&P Midcap ETF,0.03,Reduce 9.13%,5104,$66.03,"$337,000",,$71.37,8.09%,$49.59,$72.55,David Katz - Matrix Asset Advisors,1
≡,INTU - Intuit Inc.,0.03,Reduce 0.22%,450,$662.22,"$298,000",,$379.17,-42.74%,$375.40,$810.72,David Katz - Matrix Asset Advisors,1
≡,IWN - Ishares Russell 2000 Value E,0.03,,1765,$181.30,"$320,000",,$199.66,10.13%,$127.47,$203.01,David Katz - Matrix Asset Advisors,1
≡,LLY - Eli Lilly & Co.,0.03,Reduce 0.91%,325,$1076.92,"$350,000",,$1036.05,-3.80%,$620.46,$1132.06,David Katz - Matrix Asset Advisors,1
≡,MCD - McDonald's Corp.,0.03,,1090,$305.50,"$333,000",,$327.62,7.24%,$280.19,$335.67,David Katz - Matrix Asset Advisors,1
≡,MRK - Merck & Co.,0.03,Reduce 0.28%,2862,$105.17,"$301,000",,$121.57,15.59%,$71.26,$123.33,David Katz - Matrix Asset Advisors,1
≡,PG - Procter & Gamble,0.03,Reduce 0.23%,2194,$143.12,"$314,000",,$159.55,11.48%,$136.65,$175.18,David Katz - Matrix Asset Advisors,1
≡,SPYG - SPDR Portfolio S&P 500 Growt,0.03,,2998,$106.74,"$320,000",,$103.35,-3.18%,$68.35,$109.46,David Katz - Matrix Asset Advisors,1
≡,VB - Vanguard Small Cap ETF,0.03,Add 0.09%,1148,$257.84,"$296,000",,$276.04,7.06%,$188.37,$281.47,David Katz - Matrix Asset Advisors,1
≡,XLK - Technology Select Sect SPDR,0.03,,2316,$143.78,"$333,000",,$139.48,-2.99%,$85.84,$152.76,David Katz - Matrix Asset Advisors,1
≡,AON - Aon Plc,0.02,,648,$353.40,"$229,000",,$325.96,-7.76%,$304.59,$409.47,David Katz - Matrix Asset Advisors,1
≡,BMY - Bristol-Myers Squibb,0.02,Buy,3929,$53.96,"$212,000",,$60.35,11.84%,$41.88,$62.05,David Katz - Matrix Asset Advisors,1
≡,ETN - Eaton Corp.,0.02,Reduce 0.12%,862,$319.03,"$275,000",,$391.49,22.71%,$229.75,$408.45,David Katz - Matrix Asset Advisors,1
≡,IBM - International Business Machines,0.02,Reduce 3.08%,819,$296.70,"$243,000",,$258.31,-12.94%,$209.30,$323.06,David Katz - Matrix Asset Advisors,1
≡,IEMG - iShares Core MSCI Emerging Markets ETF,0.02,Add 2.76%,3837,$67.24,"$258,000",,$74.69,11.08%,$45.92,$75.89,David Katz - Matrix Asset Advisors,1
≡,IWB - Ishares Russell 1000 ETF,0.02,Reduce 7.19%,697,$373.03,"$260,000",,$374.31,0.34%,$262.02,$382.34,David Katz - Matrix Asset Advisors,1
≡,QQQM - Invesco Nasdaq 100 ETF,0.02,Reduce 21.93%,1054,$253.32,"$267,000",,$247.57,-2.27%,$165.07,$262.10,David Katz - Matrix Asset Advisors,1
≡,TSLA - Tesla Inc.,0.02,Reduce 15.29%,504,$450.40,"$227,000",,$410.63,-8.83%,$214.25,$498.83,David Katz - Matrix Asset Advisors,1
≡,UNH - United Health Group Inc.,0.02,Reduce 3.22%,721,$330.10,"$238,000",,$289.09,-12.42%,$231.57,$594.32,David Katz - Matrix Asset Advisors,1
≡,CGEN - Compugen Ltd,0.01,,93833,$1.53,"$144,000",,$1.68,9.80%,$1.13,$2.38,David Katz - Matrix Asset Advisors,1
≡,DCGO - Docgo Inc,0.01,,100000,$0.88,"$88,000",,$0.80,-9.09%,$0.66,$5.68,David Katz - Matrix Asset Advisors,1
≡,MRKR - Marker Therapeutics Inc.,0.0,,15000,$1.47,"$22,000",,$1.45,-1.36%,$0.81,$4.07,David Katz - Matrix Asset Advisors,1
≡,SCWO - 374water Inc,0.0,Buy,10000,$2.00,"$20,000",,$2.80,40.00%,$1.63,$10.90,David Katz - Matrix Asset Advisors,1
≡,BAX - Baxter International Inc.,5.12,Add 19.10%,1451625,$19.11,"$27,741,000",,$20.74,8.53%,$17.39,$37.25,Richard Pzena - Hancock Classic Value,1
≡,CVS - CVS Health Corp.,5.05,Reduce 17.18%,345036,$79.36,"$27,382,000",,$78.20,-1.46%,$56.79,$84.46,Richard Pzena - Hancock Classic Value,1
≡,HUM - Humana Inc.,5.03,Reduce 6.25%,106479,$256.13,"$27,272,000",,$184.99,-27.77%,$169.61,$313.18,Richard Pzena - Hancock Classic Value,1
≡,C - Citigroup Inc.,4.74,Reduce 20.77%,220168,$116.69,"$25,691,000",,$113.78,-2.49%,$54.10,$125.16,Richard Pzena - Hancock Classic Value,1
≡,WFC - Wells Fargo,4.27,Reduce 20.72%,248289,$93.20,"$23,141,000",,$87.40,-6.22%,$57.18,$97.28,Richard Pzena - Hancock Classic Value,1
≡,COF - Capital One Financial,4.17,Reduce 15.03%,93250,$242.36,"$22,600,000",,$206.74,-14.70%,$141.84,$259.64,Richard Pzena - Hancock Classic Value,1
≡,FMS - Fresenius Medical Care AG & Co KCaG,4.06,Reduce 9.11%,924306,$23.82,"$22,017,000",,$24.59,3.23%,$20.95,$29.71,Richard Pzena - Hancock Classic Value,1
≡,DG - Dollar General,3.96,Reduce 31.28%,161688,$132.77,"$21,467,000",,$149.68,12.74%,$68.50,$155.00,Richard Pzena - Hancock Classic Value,1
≡,MGA - Magna International Inc.,3.81,Reduce 28.44%,387524,$53.30,"$20,655,000",,$66.82,25.37%,$29.37,$69.94,Richard Pzena - Hancock Classic Value,1
≡,MET - MetLife Inc.,3.47,Reduce 12.33%,238102,$78.94,"$18,796,000",,$78.58,-0.46%,$63.33,$84.87,Richard Pzena - Hancock Classic Value,1
≡,GPN - Global Payments Inc.,3.43,Reduce 5.14%,240222,$77.40,"$18,593,000",,$69.77,-9.86%,$65.33,$106.01,Richard Pzena - Hancock Classic Value,1
≡,BAC - Bank of America Corp.,3.36,Reduce 14.50%,331322,$55.00,"$18,223,000",,$52.74,-4.11%,$32.52,$57.55,Richard Pzena - Hancock Classic Value,1
≡,LEA - Lear Corp.,3.31,Reduce 17.66%,156470,$114.60,"$17,931,000",,$136.70,19.28%,$72.17,$142.84,Richard Pzena - Hancock Classic Value,1
≡,BMY - Bristol-Myers Squibb,3.29,,330566,$53.94,"$17,831,000",,$60.35,11.88%,$41.88,$62.05,Richard Pzena - Hancock Classic Value,1
≡,CTSH - Cognizant Technology Solutions,3.13,Reduce 12.35%,204637,$83.00,"$16,985,000",,$65.18,-21.47%,$64.28,$88.42,Richard Pzena - Hancock Classic Value,1
≡,PPG - PPG Industries,3.1,Add 47.08%,164139,$102.46,"$16,818,000",,$129.18,26.08%,$88.43,$133.43,Richard Pzena - Hancock Classic Value,1
≡,TSN - Tyson Foods,3.1,Add 22.58%,287088,$58.62,"$16,829,000",,$62.90,7.30%,$50.12,$66.41,Richard Pzena - Hancock Classic Value,1
≡,CRBG - Corebridge Financial Inc.,3.02,,542353,$30.17,"$16,363,000",,$30.91,2.45%,$23.16,$36.03,Richard Pzena - Hancock Classic Value,1
≡,DOW - Dow Inc.,2.85,,660016,$23.38,"$15,431,000",,$31.42,34.39%,$19.82,$37.30,Richard Pzena - Hancock Classic Value,1
≡,SWKS - Skyworks Solutions Inc.,2.69,Reduce 7.73%,229807,$63.41,"$14,572,000",,$62.16,-1.97%,$46.48,$89.88,Richard Pzena - Hancock Classic Value,1
≡,SSNC - SS&C Technologies Holdings Inc.,2.62,Reduce 7.01%,162764,$87.42,"$14,229,000",,$71.45,-18.27%,$68.96,$90.51,Richard Pzena - Hancock Classic Value,1
≡,SHEL - Shell plc,2.6,Reduce 10.03%,192036,$73.48,"$14,111,000",,$77.94,6.07%,$56.81,$80.26,Richard Pzena - Hancock Classic Value,1
≡,DOX - Amdocs Ltd.,2.57,,172869,$80.51,"$13,918,000",,$68.42,-15.02%,$66.53,$93.63,Richard Pzena - Hancock Classic Value,1
≡,PFE - Pfizer Inc.,2.48,Reduce 12.52%,539579,$24.90,"$13,436,000",,$27.37,9.92%,$19.50,$27.94,Richard Pzena - Hancock Classic Value,1
≡,MDT - Medtronic plc,2.39,Reduce 18.54%,134672,$96.06,"$12,937,000",,$96.41,0.36%,$77.73,$105.55,Richard Pzena - Hancock Classic Value,1
≡,DAL - Delta Air Lines Inc.,2.25,Reduce 19.41%,175704,$69.40,"$12,194,000",,$70.85,2.09%,$34.41,$76.39,Richard Pzena - Hancock Classic Value,1
≡,NOV - Nov Inc.,2.08,Reduce 19.92%,720780,$15.63,"$11,266,000",,$19.07,22.01%,$10.48,$19.60,Richard Pzena - Hancock Classic Value,1
≡,VOYA - Voya Financial Inc.,2.03,Reduce 14.13%,147407,$74.49,"$10,980,000",,$74.39,-0.13%,$51.42,$79.99,Richard Pzena - Hancock Classic Value,1
≡,UBS - UBS AG,1.75,Reduce 31.38%,204593,$46.31,"$9,475,000",,$42.32,-8.62%,$24.95,$49.36,Richard Pzena - Hancock Classic Value,1
≡,EQH - Equitable Holdings Inc.,1.47,,167567,$47.65,"$7,985,000",,$45.25,-5.04%,$40.72,$55.97,Richard Pzena - Hancock Classic Value,1
≡,PVH - PVH Corp.,1.07,Reduce 16.14%,86460,$67.03,"$5,795,000",,$69.33,3.43%,$59.20,$89.75,Richard Pzena - Hancock Classic Value,1
≡,TEL - TE Connectivity plc,0.98,Reduce 45.85%,23452,$227.53,"$5,336,000",,$235.90,3.68%,$115.00,$249.84,Richard Pzena - Hancock Classic Value,1
≡,NWL - Newell Brands Inc.,0.77,Reduce 10.14%,1118778,$3.72,"$4,162,000",,$4.67,25.54%,$3.01,$6.71,Richard Pzena - Hancock Classic Value,1
≡,BRK.B - Berkshire Hathaway CL B,33.25,Reduce 30.58%,97600,$502.65,"$49,059,000",,$503.41,0.15%,$455.19,$542.07,Guy Spier - Aquamarine Capital,1
≡,AXP - American Express,16.3,Reduce 69.05%,65000,$369.95,"$24,047,000",,$344.53,-6.87%,$218.83,$386.63,Guy Spier - Aquamarine Capital,1
≡,MA - Mastercard Inc.,15.48,Reduce 39.16%,40000,$570.88,"$22,835,000",,$521.93,-8.57%,$462.92,$600.08,Guy Spier - Aquamarine Capital,1
≡,BRK.A - Berkshire Hathaway CL A,15.35,,30,$754800.00,"$22,644,000",,$754910.00,0.01%,$685150.00,$812855.00,Guy Spier - Aquamarine Capital,1
≡,MCO - Moody's Corp.,9.35,,27000,$510.85,"$13,793,000",,$423.22,-17.15%,$376.55,$546.88,Guy Spier - Aquamarine Capital,1
≡,RACE - Ferrari NV,6.48,Reduce 50.00%,30000,$318.70,"$9,561,000",,$374.99,17.66%,$328.00,$519.10,Guy Spier - Aquamarine Capital,1
≡,DJCO - Daily Journal Corp.,3.8,,11500,$487.30,"$5,604,000",,$476.93,-2.13%,$348.63,$674.75,Guy Spier - Aquamarine Capital,1
≡,RLI - RLI Corp.,4.88,Add 2.83%,726288,$63.98,"$46,468,000",,$60.77,-5.02%,$55.80,$78.68,FPA Queens Road Small Cap Value Fund,1
≡,UGI - UGI Corp.,4.83,Add 18.10%,1228590,$37.43,"$45,986,000",,$38.59,3.10%,$28.14,$41.34,FPA Queens Road Small Cap Value Fund,1
≡,SNX - SYNNEX Corp.,4.48,,284230,$150.23,"$42,700,000",,$159.86,6.41%,$91.00,$175.56,FPA Queens Road Small Cap Value Fund,1
≡,IDCC - InterDigital Inc.,3.87,Reduce 21.74%,115774,$318.38,"$36,860,000",,$366.42,15.09%,$178.79,$411.68,FPA Queens Road Small Cap Value Fund,1
≡,REVG-OLD - REV Group Inc.,3.44,,539334,$60.81,"$32,797,000",,$63.00,3.60%,$26.37,$69.92,FPA Queens Road Small Cap Value Fund,1
≡,NJR - New Jersey Resources,3.41,Add 40.62%,704091,$46.12,"$32,473,000",,$54.16,17.43%,$42.85,$54.70,FPA Queens Road Small Cap Value Fund,1
≡,OSK - Oshkosh Corp.,3.11,,235640,$125.63,"$29,603,000",,$168.47,34.10%,$75.59,$179.89,FPA Queens Road Small Cap Value Fund,1
≡,CSGS - CSG Systems International,3.03,,376114,$76.69,"$28,844,000",,$79.69,3.91%,$53.89,$80.67,FPA Queens Road Small Cap Value Fund,1
≡,AX - Axos Financial Inc.,2.93,,323282,$86.16,"$27,854,000",,$97.56,13.23%,$54.46,$101.92,FPA Queens Road Small Cap Value Fund,1
≡,SFBS - ServisFirst Bancshares Inc.,2.9,,384754,$71.79,"$27,621,000",,$86.65,20.70%,$65.57,$91.78,FPA Queens Road Small Cap Value Fund,1
≡,ARW - Arrow Electronics,2.89,Add 8.71%,249675,$110.18,"$27,509,000",,$152.79,38.67%,$86.50,$160.63,FPA Queens Road Small Cap Value Fund,1
≡,CNO - CNO Financial Group Inc.,2.85,Add 8.48%,639304,$42.47,"$27,151,000",,$43.12,1.53%,$34.18,$44.86,FPA Queens Road Small Cap Value Fund,1
≡,NNI - Nelnet Inc.,2.8,Add 0.57%,200594,$132.96,"$26,671,000",,$130.86,-1.58%,$97.44,$142.87,FPA Queens Road Small Cap Value Fund,1
≡,MDU - MDU Resources,2.77,Add 9.34%,1350277,$19.52,"$26,357,000",,$20.27,3.84%,$14.69,$21.34,FPA Queens Road Small Cap Value Fund,1
≡,JBTM - JBT Marel Corp.,2.74,,173045,$150.67,"$26,073,000",,$163.26,8.36%,$89.88,$170.19,FPA Queens Road Small Cap Value Fund,1
≡,MTG - MGIC Investment,2.74,Add 4.86%,891532,$29.22,"$26,051,000",,$26.85,-8.11%,$21.47,$29.80,FPA Queens Road Small Cap Value Fund,1
≡,PVH - PVH Corp.,2.61,,371552,$67.02,"$24,901,000",,$69.33,3.45%,$59.20,$89.75,FPA Queens Road Small Cap Value Fund,1
≡,SYNA - Synaptics Inc.,2.59,,332713,$74.02,"$24,627,000",,$85.40,15.37%,$41.80,$97.00,FPA Queens Road Small Cap Value Fund,1
≡,IMKTA - Ingles Markets Inc.,2.53,Add 19.99%,351864,$68.55,"$24,120,000",,$86.32,25.92%,$58.35,$90.49,FPA Queens Road Small Cap Value Fund,1
≡,VSH - Vishay Intertechnology,2.53,,1665006,$14.49,"$24,126,000",,$18.69,28.99%,$10.14,$22.00,FPA Queens Road Small Cap Value Fund,1
≡,LFUS - Littelfuse Inc.,2.49,,93761,$252.92,"$23,714,000",,$349.74,38.28%,$140.76,$367.35,FPA Queens Road Small Cap Value Fund,1
≡,AGCO - AGCO Corp.,2.46,Add 28.66%,224475,$104.32,"$23,417,000",,$138.50,32.76%,$73.04,$143.48,FPA Queens Road Small Cap Value Fund,1
